2
12.92 0.00
16.07 18.60
2
16.87 0.00
16.75 18.60
2
20.83 0.00
17.42 18.60
2
25.06 0.00
18.14 18.60
2
26.20 6.27
18.97 18.60
2
26.20 11.29
19.98 18.60
2
26.20 14.59
21.35 18.60
2
26.20 17.04
23.46 18.60
2
0.00 16.21
6.42 18.60
2
0.00 12.62
10.19 18.60
2
0.00 8.20
12.22 18.60
2
0.00 2.22
13.55 18.60
2
3.97 0.00
14.54 18.60
2
8.73 0.00
15.36 18.60
2
12.92 0.00
16.07 18.60
